                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     87,                 1.5873,                0.73962,                0.87884,                0.86209,                0.75622,                0.81392,                 0.3348,                 1.9971,                 1.1443,                0.98278,              0.0008317,              0.0008317,              0.0008317
                     88,                 1.6418,                 0.7785,                0.87221,                0.84832,                0.76522,                0.79606,                0.33904,                 1.9626,                 1.1938,                0.97774,             0.00082972,             0.00082972,             0.00082972
                     89,                 1.5362,                0.71603,                0.86383,                0.88249,                0.74378,                0.81821,                0.34223,                 2.0139,                 1.2326,                0.97195,             0.00082774,             0.00082774,             0.00082774
                     90,                 1.5647,                0.74032,                0.86007,                 0.8047,                 0.7687,                0.80264,                0.32625,                  2.113,                  1.104,                 1.0075,             0.00082576,             0.00082576,             0.00082576
                     91,                 1.5843,                0.73533,                0.87298,                0.84404,                0.78081,                0.83158,                0.34918,                 2.0351,                  1.071,                0.99922,             0.00082378,             0.00082378,             0.00082378
                     92,                 1.5895,                0.74883,                 0.8809,                0.81511,                0.77864,                0.81156,                 0.3341,                 2.0461,                 1.1624,                0.99891,              0.0008218,              0.0008218,              0.0008218
                     93,                   1.62,                0.74596,                0.86633,                0.81932,                0.73881,                0.79448,                 0.3317,                 2.0349,                 1.1054,                0.99132,             0.00081982,             0.00081982,             0.00081982
                     94,                 1.5729,                0.72329,                0.86658,                0.82789,                0.77778,                0.79224,                 0.3328,                 1.9952,                 1.1221,                0.98602,             0.00081784,             0.00081784,             0.00081784
                     95,                 1.5588,                0.73474,                0.87324,                0.88768,                0.74129,                0.81964,                0.34518,                 1.9545,                 1.1205,                0.97927,             0.00081586,             0.00081586,             0.00081586
                     96,                 1.5408,                 0.7129,                0.87758,                 0.8625,                0.78019,                0.82579,                0.35053,                 1.9797,                 1.1925,                0.98414,             0.00081388,             0.00081388,             0.00081388
                     97,                 1.5468,                0.71285,                0.87372,                 0.8044,                0.79796,                0.83383,                0.35389,                 1.9751,                 1.0624,                0.98206,              0.0008119,              0.0008119,              0.0008119
                     98,                 1.5721,                0.73624,                0.86497,                0.81346,                0.80272,                0.81785,                0.34374,                  1.973,                 1.1568,                0.98456,             0.00080992,             0.00080992,             0.00080992
                     99,                 1.5286,                0.71315,                0.87252,                0.83851,                0.74627,                0.79025,                0.32372,                 2.0199,                 1.2105,                0.99587,             0.00080794,             0.00080794,             0.00080794
                    100,                 1.4614,                0.67729,                0.86536,                0.82122,                0.74273,                0.78894,                0.33388,                 1.9936,                 1.2784,                0.98776,             0.00080596,             0.00080596,             0.00080596
                    101,                 1.5498,                0.72743,                0.86176,                0.81874,                0.74378,                0.78164,                 0.3466,                 1.9612,                 1.1537,                0.98703,             0.00080398,             0.00080398,             0.00080398
                    102,                 1.5799,                0.73594,                0.86286,                0.81198,                0.73383,                0.77222,                 0.3168,                 2.0232,                 1.2682,                0.97814,               0.000802,               0.000802,               0.000802
                    103,                 1.5437,                0.71596,                0.87189,                0.77587,                0.74919,                0.79391,                0.33259,                  2.034,                 1.1715,                0.98406,             0.00080002,             0.00080002,             0.00080002
                    104,                 1.5158,                0.72028,                0.85629,                0.82155,                0.75871,                0.81143,                0.34038,                 2.0451,                 1.1465,                0.99382,             0.00079804,             0.00079804,             0.00079804
                    105,                 1.5366,                0.72439,                0.86199,                 0.8002,                0.77861,                0.81651,                0.35318,                 2.0056,                 1.0757,                0.98762,             0.00079606,             0.00079606,             0.00079606
                    106,                 1.5147,                0.69805,                 0.8673,                0.82409,                0.76368,                0.79001,                0.33433,                 2.0418,                 1.2189,                0.99914,             0.00079408,             0.00079408,             0.00079408
                    107,                 1.5143,                 0.7091,                0.86989,                0.84151,                0.75124,                0.81352,                0.34877,                 1.9911,                  1.212,                0.98217,              0.0007921,              0.0007921,              0.0007921
                    108,                 1.5201,                0.70879,                0.87135,                0.83692,                0.75373,                0.80156,                0.34372,                 2.0014,                  1.281,                0.98338,             0.00079012,             0.00079012,             0.00079012
                    109,                 1.5191,                0.70167,                0.87233,                0.86311,                0.72145,                0.80969,                0.34534,                 1.9914,                 1.2464,                0.98971,             0.00078814,             0.00078814,             0.00078814
                    110,                 1.5585,                 0.7155,                0.87277,                0.82185,                0.71393,                 0.7741,                0.32209,                 2.0473,                 1.1651,                0.99763,             0.00078616,             0.00078616,             0.00078616
                    111,                  1.492,                0.70457,                0.86329,                0.80565,                0.79399,                0.82587,                0.34958,                 1.9672,                 1.0492,                0.98335,             0.00078418,             0.00078418,             0.00078418
                    112,                 1.5289,                0.70459,                0.86716,                0.84358,                0.80494,                0.82551,                0.33801,                 1.9936,                 1.1356,                0.98533,              0.0007822,              0.0007822,              0.0007822
                    113,                 1.5205,                0.68961,                0.85662,                0.79778,                 0.7949,                0.81577,                0.35281,                 1.9985,                 1.0936,                0.99515,             0.00078022,             0.00078022,             0.00078022
                    114,                 1.5214,                0.69324,                0.86426,                0.85191,                0.72983,                0.79852,                0.34318,                 2.0142,                 1.1624,                0.99771,             0.00077824,             0.00077824,             0.00077824
                    115,                 1.5031,                0.68631,                0.86005,                0.84921,                0.77114,                 0.8002,                0.32989,                 2.0419,                 1.1849,                 1.0044,             0.00077626,             0.00077626,             0.00077626
                    116,                 1.4595,                0.66849,                0.86311,                0.87753,                0.75871,                0.82714,                0.35833,                 2.0112,                 1.1466,                 1.0022,             0.00077428,             0.00077428,             0.00077428
                    117,                 1.5294,                  0.707,                0.85937,                0.90274,                0.76192,                0.82963,                 0.3636,                 2.0005,                 1.1939,                0.99146,              0.0007723,              0.0007723,              0.0007723
                    118,                 1.4905,                0.68379,                 0.8559,                0.86555,                0.73668,                0.80545,                0.34753,                 2.0261,                 1.2557,                 0.9935,             0.00077032,             0.00077032,             0.00077032
                    119,                 1.4696,                0.68593,                0.85284,                0.88599,                0.75871,                0.83125,                 0.3668,                 2.0053,                 1.1339,                0.99207,             0.00076834,             0.00076834,             0.00076834
                    120,                 1.4947,                0.68539,                0.85186,                0.85472,                 0.7903,                0.83687,                0.36725,                 1.9977,                 1.0631,                0.98679,             0.00076636,             0.00076636,             0.00076636
                    121,                 1.4605,                 0.6662,                0.85641,                0.85044,                0.78856,                0.82684,                 0.3598,                 1.9852,                 1.0406,                0.98382,             0.00076438,             0.00076438,             0.00076438
                    122,                 1.4781,                0.68104,                0.85412,                0.84713,                0.77197,                 0.8191,                0.34138,                 2.0562,                 1.0854,                 1.0053,              0.0007624,              0.0007624,              0.0007624
